id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
3395,kg,67,2026-09-06,16,22,True
3396,L,21,2026-02-04,9,16,False
3397,UN,3,2026-12-18,16,1,True
3398,UN,79,2025-01-11,2,29,False
3399,UN,50,2026-10-01,13,20,True
3400,UN,40,2025-04-26,2,1,True
3401,UN,82,2026-10-23,19,18,False
3402,UN,35,2025-03-04,9,27,False
3403,UN,71,2026-09-29,8,10,False
3404,UN,48,2025-09-30,2,24,False
3405,L,31,2026-02-15,1,6,False
3406,L,49,2025-01-06,19,16,True
3407,UN,43,2026-09-29,11,12,False
3408,kg,97,2026-06-08,14,8,False
3409,L,5,2025-01-16,4,7,False
3410,kg,10,2025-05-29,3,29,False
3411,UN,3,2025-04-07,6,18,True
3412,kg,64,2025-09-25,16,14,True
3413,L,12,2026-07-21,5,1,True
3414,kg,97,2026-03-07,12,11,False
3415,kg,57,2026-02-19,11,11,True
3416,kg,17,2026-02-04,12,12,False
3417,L,77,2025-08-21,18,11,False
3418,UN,25,2025-07-30,19,27,False
3419,L,80,2025-05-15,5,15,False
3420,UN,88,2026-06-14,4,15,True
3421,kg,61,2026-12-18,15,9,True
3422,UN,68,2025-01-06,7,18,False
3423,L,34,2026-02-28,17,8,True
3424,UN,97,2026-06-09,10,3,True
3425,UN,85,2026-03-30,18,10,False
3426,L,74,2025-11-15,17,26,True
3427,kg,61,2026-06-23,5,1,True
3428,L,75,2025-08-11,15,27,True
3429,UN,65,2026-11-04,19,1,True
3430,kg,7,2025-07-25,11,10,True
3431,UN,38,2025-05-25,18,19,False
3432,L,39,2025-04-01,6,22,True
3433,kg,64,2025-03-14,18,5,True
3434,kg,88,2026-09-06,19,4,False
3435,UN,19,2026-09-30,16,21,True
3436,L,68,2026-11-20,8,3,False
3437,UN,76,2025-05-27,6,20,False
3438,L,14,2025-07-27,4,26,False
3439,kg,38,2025-02-19,2,18,False
3440,L,97,2026-03-04,2,26,True
3441,L,5,2025-07-04,5,7,False
3442,UN,30,2025-09-23,1,4,True
3443,kg,72,2026-06-23,10,28,False
3444,L,81,2026-07-11,4,15,True
3445,kg,27,2025-11-25,11,11,False
3446,UN,50,2026-01-24,16,13,True
3447,L,32,2025-10-31,1,8,True
3448,kg,89,2025-01-04,19,22,False
3449,UN,73,2026-06-11,11,20,False
3450,kg,27,2026-05-02,19,13,False
3451,UN,54,2026-07-17,4,12,False
3452,kg,47,2026-02-10,14,12,True
3453,kg,94,2025-08-23,17,26,False
3454,kg,80,2025-01-08,5,28,False
3455,UN,95,2025-12-01,15,29,False
3456,UN,43,2026-10-01,3,9,True
3457,L,98,2025-08-17,12,25,True
3458,L,87,2025-04-23,1,7,True
3459,kg,61,2026-12-17,17,28,True
3460,UN,94,2026-06-08,9,2,True
3461,kg,66,2026-06-17,19,18,False
3462,kg,89,2026-08-31,2,23,False
3463,UN,94,2025-08-20,4,24,False
3464,UN,89,2026-07-06,13,24,True
3465,L,76,2025-11-19,9,24,True
3466,L,32,2025-04-08,13,11,True
3467,L,66,2026-04-23,4,19,False
3468,kg,68,2025-02-16,18,11,True
3469,L,11,2026-09-15,5,15,True
3470,UN,2,2026-01-28,2,28,False
3471,UN,20,2025-02-17,16,25,True
3472,kg,33,2025-05-13,3,18,True
3473,kg,86,2025-10-08,3,1,False
3474,UN,97,2025-01-10,4,28,False
3475,UN,12,2025-03-07,7,12,False
3476,UN,67,2026-11-17,2,21,True
3477,UN,68,2025-08-19,19,8,True
3478,L,19,2026-11-30,18,16,True
3479,UN,86,2026-09-06,1,28,False
3480,UN,18,2025-02-10,9,5,True
3481,L,98,2025-01-15,12,5,True
3482,UN,4,2025-11-21,13,3,False
3483,kg,94,2026-04-22,3,18,True
3484,L,21,2026-09-26,6,14,True
3485,L,95,2026-03-26,12,25,True
3486,UN,24,2025-03-08,15,9,False
3487,L,11,2025-03-12,5,8,True
3488,L,86,2025-05-07,7,22,False
3489,UN,89,2026-09-10,3,14,True
3490,L,41,2025-05-10,8,5,False
3491,L,32,2025-08-10,10,13,True
3492,UN,23,2025-03-08,14,18,True
3493,UN,84,2026-04-04,6,2,False
3494,UN,35,2025-08-13,16,18,True
3495,L,53,2025-09-30,10,4,False
3496,L,72,2026-11-10,10,25,False
3497,L,43,2026-11-13,12,1,False
3498,kg,24,2025-09-20,2,7,False
3499,UN,79,2025-05-05,8,26,True
3500,L,70,2025-04-03,9,17,True
3501,kg,85,2025-10-02,18,12,True
3502,UN,53,2025-09-18,10,24,False
3503,L,81,2026-07-03,8,11,True
3504,L,92,2026-04-07,18,23,False
3505,kg,38,2026-09-28,16,4,True
3506,UN,4,2025-01-29,15,4,True
3507,L,7,2026-06-07,12,26,False
3508,kg,94,2025-09-13,10,11,False
3509,L,46,2025-03-30,1,4,False
3510,UN,37,2026-08-14,19,1,True
3511,UN,71,2026-12-20,5,11,True
3512,UN,62,2026-07-20,16,23,True
3513,L,38,2025-12-22,3,11,False
3514,kg,34,2026-12-12,4,18,True
3515,kg,52,2025-05-22,16,14,True
3516,L,30,2025-01-18,7,11,True
3517,UN,21,2025-07-23,4,15,False
3518,kg,89,2025-07-23,6,10,True
3519,kg,30,2026-12-23,10,15,False
3520,L,66,2025-02-08,16,21,False
3521,kg,59,2026-12-29,13,26,True
3522,UN,8,2025-12-08,7,19,False
3523,kg,85,2026-04-14,6,26,True
3524,UN,9,2026-08-03,2,28,True
3525,L,89,2026-01-11,13,18,False
3526,kg,47,2026-10-03,2,19,True
3527,UN,29,2026-09-18,19,20,False
3528,UN,71,2026-08-17,14,24,False
3529,UN,19,2026-03-18,5,18,True
3530,L,52,2026-07-02,3,17,False
3531,kg,9,2026-09-01,14,2,False
3532,kg,93,2026-10-20,19,6,True
3533,kg,31,2026-05-13,3,1,True
3534,L,2,2025-10-13,8,18,False
3535,L,74,2026-11-26,19,17,True
3536,kg,85,2026-09-11,3,28,True
3537,kg,98,2026-06-02,19,25,True
3538,kg,38,2026-05-30,10,21,False
3539,kg,31,2025-08-13,11,27,False
3540,UN,69,2025-10-19,10,11,False
3541,UN,57,2025-10-27,7,16,True
3542,kg,74,2025-07-22,6,17,False
3543,kg,80,2026-12-20,10,4,False
3544,L,78,2026-01-29,1,14,False
3545,UN,63,2025-04-27,6,11,False
3546,UN,20,2026-10-01,19,24,False
3547,UN,67,2026-07-10,14,8,True
3548,UN,50,2026-06-28,11,9,False
3549,UN,26,2026-11-25,17,11,True
3550,kg,26,2026-04-21,13,6,True
3551,kg,29,2025-12-01,3,2,True
3552,L,28,2026-05-29,10,11,True
3553,L,99,2025-05-10,19,9,True
3554,kg,12,2025-10-16,16,16,False
3555,kg,91,2025-05-09,18,4,False
3556,kg,78,2025-08-18,7,10,True
3557,UN,39,2025-02-12,14,13,False
3558,kg,51,2026-01-06,19,23,True
3559,UN,13,2025-12-02,16,20,False
3560,UN,76,2025-06-20,8,21,False
3561,L,5,2025-02-27,6,1,True
3562,L,53,2026-04-27,11,5,True
3563,UN,73,2025-11-20,3,21,False
3564,L,73,2025-10-23,14,17,True
3565,kg,18,2025-03-09,16,18,False
3566,UN,11,2026-05-01,6,15,False
3567,L,2,2025-04-07,4,9,False
3568,L,73,2025-12-01,10,18,False
3569,kg,29,2025-03-31,16,5,True
3570,L,59,2025-06-17,15,12,True
3571,L,64,2026-10-22,3,10,True
3572,UN,17,2026-09-20,16,26,True
3573,UN,56,2026-09-02,2,14,False
3574,UN,87,2025-07-28,7,7,False
3575,UN,53,2025-09-22,13,3,False
3576,L,21,2026-03-09,3,24,True
3577,UN,17,2026-06-13,13,16,True
3578,UN,18,2025-06-09,3,29,True
3579,UN,27,2026-06-23,8,5,True
3580,L,28,2025-03-27,12,24,False
3581,L,38,2026-02-27,19,13,True
3582,L,17,2025-01-06,18,19,False
3583,kg,8,2026-06-25,1,14,False
3584,UN,70,2025-07-04,19,16,True
3585,kg,48,2026-11-11,7,20,True
3586,UN,19,2026-01-08,17,1,False
3587,L,16,2025-08-11,12,28,False
3588,kg,14,2026-05-14,8,21,False
3589,kg,61,2025-11-19,12,8,True
3590,kg,22,2025-06-25,3,21,True
3591,kg,13,2026-11-09,11,17,True
3592,kg,1,2025-03-10,11,6,False
3593,kg,75,2026-07-25,10,3,True
3594,kg,81,2025-02-18,15,7,True
3595,kg,43,2026-11-29,6,12,True
3596,L,75,2025-08-27,12,16,True
3597,L,73,2025-01-24,12,11,True
3598,kg,88,2025-05-28,15,4,False
3599,UN,4,2026-02-04,6,6,True
3600,kg,58,2026-01-09,6,8,True
3601,kg,74,2025-10-22,9,20,True
3602,kg,10,2025-05-15,1,4,True
3603,kg,25,2025-02-01,9,21,True
3604,kg,57,2026-11-11,12,2,False
3605,kg,65,2025-09-09,7,7,True
3606,kg,53,2025-01-28,12,8,True
3607,L,35,2026-03-24,18,10,False
3608,L,8,2025-02-06,2,5,False
3609,UN,88,2025-02-28,6,6,True
3610,UN,13,2026-06-09,19,20,True
3611,UN,28,2025-01-15,12,15,True
3612,UN,42,2025-11-04,5,28,False
3613,UN,31,2025-03-29,10,15,True
3614,kg,3,2026-03-30,16,23,False
3615,L,59,2026-11-25,2,10,True
3616,UN,20,2025-01-13,12,28,False
3617,L,52,2025-03-26,12,8,False
3618,kg,71,2026-01-21,13,3,False
3619,L,37,2026-09-15,11,7,False
3620,L,42,2025-08-09,18,11,False
3621,L,34,2026-10-17,15,15,False
3622,kg,19,2025-10-16,10,7,False
3623,L,40,2025-10-01,13,23,True
3624,kg,18,2025-08-26,3,7,True
3625,UN,73,2025-03-30,6,8,True
3626,UN,78,2025-07-15,5,2,True
3627,L,89,2026-04-09,5,25,True
3628,UN,61,2025-08-15,6,7,False
3629,UN,71,2025-02-16,15,2,False
3630,UN,8,2025-11-06,2,24,False
3631,UN,26,2025-09-13,18,24,True
3632,L,92,2026-07-13,15,12,False
3633,L,29,2025-05-10,8,3,True
3634,UN,73,2025-01-29,2,12,False
3635,UN,53,2025-08-14,12,21,False
3636,kg,52,2026-08-02,18,18,False
3637,kg,80,2025-10-24,16,8,False
3638,L,42,2026-01-11,2,9,False
3639,kg,91,2025-07-04,2,22,True
3640,UN,82,2025-03-14,5,13,False
3641,L,27,2025-03-13,8,23,True
3642,L,33,2025-11-06,18,14,False
3643,L,19,2025-06-30,1,21,False
3644,L,12,2026-05-09,19,24,False
3645,kg,31,2025-12-10,6,28,True
3646,kg,69,2026-10-13,3,8,False
3647,kg,20,2026-12-22,10,21,True
3648,L,40,2025-10-05,19,23,True
3649,kg,98,2025-05-19,16,4,False
3650,L,16,2025-01-10,19,11,False
3651,kg,42,2026-03-23,7,25,False
3652,L,20,2025-09-03,18,9,False
3653,L,28,2025-08-07,17,16,True
3654,UN,84,2026-07-13,9,14,False
3655,kg,34,2025-06-08,18,26,False
3656,UN,11,2026-10-26,9,15,True
3657,L,61,2025-09-07,5,2,True
3658,UN,32,2025-01-13,19,10,True
3659,kg,14,2025-07-25,12,28,True
3660,L,98,2026-02-24,19,14,True
3661,UN,81,2025-05-21,5,6,True
3662,UN,13,2026-09-13,1,4,True
3663,kg,49,2026-11-30,19,24,True
3664,kg,29,2025-03-31,14,13,False
3665,L,70,2026-08-31,10,3,False
3666,UN,87,2025-12-26,8,1,True
3667,kg,76,2025-10-08,6,24,True
3668,kg,80,2026-05-09,13,6,True
3669,L,16,2025-03-12,13,16,True
3670,L,16,2025-10-11,2,21,False
3671,L,69,2026-12-19,17,4,True
3672,UN,30,2026-01-01,8,3,True
3673,UN,13,2026-03-11,1,7,True
3674,UN,75,2026-11-11,14,8,False
3675,L,73,2026-06-02,18,1,False
3676,L,21,2025-10-03,13,8,False
3677,L,86,2026-08-13,12,3,False
3678,UN,71,2026-10-23,7,16,True
3679,kg,55,2026-05-27,16,5,False
3680,L,49,2026-05-01,14,22,True
3681,UN,43,2026-08-06,4,20,False
3682,kg,58,2025-06-14,11,9,False
3683,UN,63,2025-05-31,15,8,False
3684,UN,88,2025-02-24,4,7,False
3685,UN,70,2025-08-01,5,22,True
3686,L,59,2026-10-14,15,27,False
3687,UN,18,2025-05-02,1,23,True
3688,L,94,2025-04-24,15,28,False
3689,kg,94,2025-09-03,14,6,True
3690,L,42,2025-02-20,3,8,True
3691,UN,44,2026-05-23,7,23,True
3692,L,95,2025-07-07,5,19,False
3693,kg,41,2025-09-29,12,14,True
3694,L,29,2026-05-29,6,19,False
3695,L,71,2026-06-30,12,15,False
3696,UN,30,2025-06-27,8,23,False
3697,L,92,2025-10-26,6,7,True
3698,kg,55,2026-09-14,18,16,True
3699,L,96,2025-05-04,19,3,False
3700,kg,94,2025-08-02,7,23,False
3701,kg,98,2025-02-19,4,2,True
3702,kg,91,2025-01-19,13,25,True
3703,L,57,2026-12-10,4,29,True
3704,L,36,2026-11-01,7,2,True
3705,kg,71,2025-11-22,1,18,True
3706,L,99,2026-04-09,11,16,False
3707,UN,49,2025-03-18,13,9,True
3708,L,17,2025-09-11,9,24,False
3709,kg,41,2025-12-26,10,2,True
3710,UN,35,2026-12-24,4,18,False
3711,UN,27,2025-07-23,9,22,False
3712,L,41,2026-03-31,7,9,False
3713,L,99,2025-09-08,10,23,False
3714,UN,16,2025-02-01,4,27,False
3715,L,94,2025-05-26,1,25,False
3716,kg,66,2025-01-21,15,23,False
3717,UN,53,2026-01-16,10,8,False
3718,kg,22,2025-05-31,19,25,True
3719,L,64,2026-04-13,11,2,False
3720,L,70,2026-09-17,6,3,True
3721,UN,52,2025-09-16,2,2,True
3722,L,13,2025-10-29,16,19,True
3723,L,35,2026-03-31,7,4,True
3724,UN,76,2025-12-26,17,22,True
3725,L,93,2026-08-26,9,22,False
3726,kg,99,2025-11-15,8,8,False
3727,kg,15,2025-01-14,15,6,False
3728,L,38,2025-10-18,19,3,True
3729,L,84,2026-12-25,5,8,True
3730,UN,49,2026-03-08,6,21,True
3731,UN,88,2025-08-16,10,3,True
3732,L,40,2026-05-14,15,10,False
3733,L,4,2026-02-18,15,14,False
3734,UN,8,2026-07-28,19,1,False
3735,L,76,2025-10-16,17,28,False
3736,kg,35,2026-08-13,13,20,False
3737,kg,85,2026-12-28,5,5,True
3738,kg,77,2026-05-30,8,19,True
3739,UN,41,2025-01-28,17,17,True
3740,kg,95,2026-04-13,14,19,False
3741,kg,6,2025-02-10,5,3,False
3742,UN,66,2025-10-02,7,23,True
3743,L,69,2025-07-29,13,10,False
3744,UN,36,2026-11-10,6,12,False
3745,L,85,2025-06-22,19,1,False
3746,UN,19,2025-10-10,13,17,True
3747,kg,3,2025-11-16,8,11,True
3748,kg,81,2025-08-31,11,21,False
3749,UN,41,2025-06-22,8,14,True
3750,L,29,2026-05-27,12,27,True
3751,kg,89,2026-04-14,5,22,True
3752,L,26,2025-09-25,10,3,True
3753,L,78,2025-07-28,6,26,False
3754,L,62,2025-01-20,18,25,True
3755,UN,61,2026-08-11,1,2,True
3756,kg,87,2025-10-22,3,16,True
3757,kg,33,2026-04-05,7,10,True
3758,L,32,2026-06-13,17,24,True
3759,L,12,2026-03-26,17,3,True
3760,L,71,2025-05-06,16,29,False
3761,kg,90,2025-11-23,14,9,False
3762,L,73,2025-12-09,10,19,False
3763,UN,83,2025-06-10,3,20,True
3764,UN,20,2025-03-18,15,16,False
3765,UN,93,2026-01-06,15,18,False
3766,kg,2,2025-06-02,7,8,True
3767,UN,5,2026-05-30,5,27,False
3768,L,4,2026-01-16,8,17,True
3769,kg,44,2026-11-27,17,8,True
3770,L,48,2025-03-04,15,13,False
3771,UN,33,2026-12-04,4,17,False
3772,UN,97,2026-11-16,13,9,True
3773,kg,44,2026-10-22,15,5,True
3774,L,7,2025-04-13,9,12,False
3775,kg,15,2025-04-25,14,16,False
3776,L,83,2026-01-07,14,13,False
3777,UN,69,2026-09-07,13,1,False
3778,L,59,2026-05-07,1,13,False
3779,UN,96,2025-12-03,15,27,False
3780,L,97,2025-07-12,18,27,False
3781,L,59,2025-06-08,6,7,False
3782,kg,62,2026-09-04,15,14,True
3783,L,50,2025-05-03,4,6,False
3784,UN,98,2026-09-14,18,23,True
3785,L,40,2026-04-10,17,21,False
3786,UN,14,2026-12-31,2,2,False
3787,kg,32,2026-08-29,10,24,True
3788,kg,64,2025-05-26,5,28,True
3789,UN,26,2026-02-03,14,18,True
3790,kg,78,2025-02-06,18,4,False
3791,kg,29,2026-08-24,2,12,True
3792,L,68,2026-01-24,19,1,True
3793,UN,1,2026-11-25,19,9,False
3794,kg,73,2026-04-17,14,20,False
3795,kg,72,2025-02-04,17,2,False
3796,kg,10,2026-06-26,8,14,True
3797,kg,48,2026-12-26,8,29,True
3798,L,48,2026-07-03,7,6,True
3799,L,16,2025-10-12,17,25,True
3800,L,77,2025-07-29,10,25,True
3801,L,36,2025-08-26,11,26,True
3802,kg,37,2026-03-26,17,4,True
3803,kg,67,2025-09-16,11,9,True
3804,UN,91,2026-04-07,19,15,False
3805,kg,27,2026-06-23,1,22,False
3806,kg,22,2026-10-21,19,15,False
3807,UN,76,2025-12-02,7,5,True
3808,UN,46,2026-07-31,14,14,True
3809,L,28,2026-03-02,11,23,True
3810,UN,74,2026-01-24,15,27,True
3811,kg,38,2026-12-16,17,20,False
3812,UN,93,2025-10-15,10,3,True
3813,kg,87,2026-04-13,6,6,True
3814,UN,35,2025-11-13,15,29,False
3815,UN,67,2025-08-19,13,26,True
3816,L,77,2025-07-16,12,29,False
3817,kg,97,2025-11-24,7,11,False
3818,kg,13,2026-05-23,15,14,True
3819,kg,47,2026-04-09,10,18,False
3820,kg,40,2026-11-21,1,27,False
3821,UN,52,2026-12-12,4,14,True
3822,kg,17,2026-07-26,5,27,True
3823,kg,98,2025-03-21,3,28,True
3824,UN,59,2026-01-21,2,9,True
3825,UN,62,2026-05-26,11,10,True
3826,L,39,2026-10-31,7,1,False
3827,kg,28,2026-12-02,4,21,True
3828,kg,8,2025-04-05,14,9,True
3829,L,73,2025-03-03,11,10,True
3830,kg,49,2025-11-08,5,18,True
3831,L,3,2025-09-18,9,19,True
3832,kg,27,2026-07-08,19,23,False
3833,UN,50,2026-02-04,19,4,False
3834,L,97,2026-08-29,16,29,True
3835,kg,9,2026-02-27,15,16,False
3836,UN,42,2025-08-19,3,24,True
3837,UN,63,2025-11-17,6,14,True
3838,UN,69,2025-11-09,4,20,True
3839,L,68,2025-01-04,12,7,False
3840,kg,42,2026-03-17,3,11,False
3841,UN,67,2026-03-02,6,7,False
3842,kg,42,2025-12-24,2,7,True
3843,L,39,2026-05-17,17,28,False
3844,kg,10,2025-10-25,8,5,False
3845,kg,13,2026-12-12,17,22,True
3846,L,72,2025-07-22,9,10,True
3847,UN,40,2025-09-18,7,3,True
3848,L,68,2026-11-23,12,7,False
3849,UN,9,2026-11-11,5,7,True
3850,L,91,2025-04-22,10,13,False
3851,kg,72,2026-09-05,16,18,False
3852,kg,90,2025-08-10,18,19,True
3853,kg,89,2025-02-06,7,16,True
3854,L,34,2025-05-10,5,7,False
3855,kg,83,2026-12-31,7,11,True
3856,L,19,2025-10-11,17,28,False
3857,L,34,2025-01-11,18,3,True
3858,L,22,2026-10-02,6,20,False
3859,UN,72,2026-09-09,6,13,True
3860,L,67,2025-12-28,11,15,True
3861,kg,24,2025-04-17,15,20,True
3862,kg,27,2025-08-05,7,8,True
3863,L,66,2026-02-24,11,26,True
3864,L,88,2026-01-04,3,18,False
3865,kg,42,2025-08-18,15,25,False
3866,UN,1,2025-12-16,16,10,False
3867,L,91,2025-10-27,3,26,False
3868,L,1,2025-04-14,18,20,True
3869,UN,49,2025-12-01,15,12,True
3870,UN,19,2026-04-26,10,21,False
3871,kg,78,2026-10-18,3,19,True
3872,kg,12,2026-03-07,3,28,True
3873,L,12,2026-11-14,2,14,False
3874,UN,42,2025-09-21,1,3,False
3875,kg,32,2026-11-06,7,27,False
3876,UN,34,2026-10-27,19,15,False
3877,UN,43,2025-11-02,7,11,True
3878,L,8,2026-06-28,4,23,False
3879,L,62,2025-03-31,19,8,True
3880,kg,25,2026-08-16,16,14,True
3881,kg,64,2025-02-27,16,8,True
3882,UN,79,2025-01-12,1,14,False
3883,L,88,2026-01-13,11,27,False
3884,L,24,2026-08-24,5,25,False
3885,UN,75,2026-07-01,18,4,False
3886,UN,70,2026-10-22,5,29,False
3887,L,57,2025-04-15,7,3,False
3888,L,33,2025-09-19,11,23,True
3889,L,77,2025-09-08,17,16,False
3890,kg,52,2026-04-20,8,10,True
3891,kg,73,2026-02-09,18,11,True
3892,kg,75,2026-12-18,17,28,True
3893,L,99,2026-03-04,10,16,True
3894,UN,36,2026-08-08,15,8,True
3895,UN,14,2025-07-09,12,15,False
3896,UN,71,2026-09-02,3,23,True
3897,UN,58,2025-02-08,10,22,False
3898,UN,95,2026-05-05,13,2,True
3899,UN,84,2025-11-22,17,11,True
3900,kg,51,2025-01-26,16,28,False
3901,kg,63,2025-01-22,16,7,False
3902,L,99,2026-05-04,1,5,True
3903,kg,86,2026-06-11,12,9,False
3904,kg,83,2026-01-19,11,10,True
3905,kg,20,2025-12-11,9,23,False
3906,UN,2,2026-07-18,7,14,False
3907,UN,64,2026-05-20,12,24,False
3908,kg,29,2025-11-09,19,19,False
3909,L,41,2026-12-19,2,23,False
3910,kg,39,2026-06-26,4,28,False
3911,L,61,2026-02-05,1,27,False
3912,UN,32,2026-07-29,5,26,True
3913,L,31,2025-12-02,11,13,False
3914,kg,9,2025-04-14,3,23,True
3915,kg,42,2025-06-14,16,8,False
3916,L,84,2025-11-21,2,9,False
3917,kg,6,2025-03-04,1,16,False
3918,L,87,2025-02-06,2,19,False
3919,kg,75,2026-04-04,2,25,False
3920,UN,96,2025-12-25,17,17,True
3921,UN,86,2025-02-17,3,20,True
3922,UN,46,2025-04-10,13,13,True
3923,UN,17,2026-10-09,11,18,True
3924,kg,58,2026-07-29,1,12,True
3925,UN,12,2025-12-30,19,18,False
3926,L,53,2026-11-27,3,27,True
3927,L,58,2026-01-04,4,27,True
3928,kg,69,2026-02-23,7,19,False
3929,kg,62,2025-08-22,14,10,True
3930,L,4,2025-09-29,17,18,True
3931,kg,31,2025-12-24,10,25,True
3932,kg,55,2025-12-07,3,17,True
3933,kg,48,2025-06-04,7,2,False
3934,kg,47,2025-05-13,9,5,False
3935,UN,66,2025-12-31,3,19,True
3936,kg,56,2026-03-22,10,11,False
3937,L,69,2026-09-27,8,8,False
3938,UN,14,2025-09-10,18,12,False
3939,kg,56,2026-02-02,7,10,False
3940,UN,5,2026-11-15,9,26,True
3941,kg,88,2026-09-07,16,12,False
3942,UN,27,2025-05-02,19,1,False
3943,L,70,2026-09-12,3,29,False
3944,kg,68,2026-01-27,9,12,False
3945,kg,83,2025-02-06,1,18,True
3946,UN,55,2025-02-24,19,21,False
3947,kg,99,2025-11-06,3,27,False
3948,UN,56,2026-08-18,8,5,True
3949,L,85,2026-11-02,7,28,True
3950,UN,4,2026-12-11,11,18,False
3951,kg,8,2026-08-20,11,9,False
3952,kg,50,2025-12-06,3,12,True
3953,L,1,2025-01-05,19,1,False
3954,kg,33,2025-03-10,17,10,False
3955,UN,2,2025-06-30,16,10,True
3956,UN,9,2026-12-16,7,15,False
3957,UN,37,2026-08-10,5,20,True
3958,kg,66,2026-04-11,5,15,False
3959,L,5,2025-01-27,5,3,True
3960,UN,92,2026-02-28,14,4,False
3961,kg,13,2026-08-24,18,9,True
3962,UN,67,2026-06-08,19,20,True
3963,kg,4,2025-02-24,9,12,True
3964,UN,14,2026-03-01,5,26,True
3965,kg,36,2025-07-20,14,2,False
3966,L,30,2026-07-17,5,11,True
3967,L,95,2025-06-29,11,27,True
3968,UN,83,2025-07-28,19,26,False
3969,kg,54,2025-02-21,2,22,True
3970,kg,88,2025-05-10,3,28,False
3971,kg,88,2025-02-14,2,18,True
3972,L,19,2025-05-06,5,10,False
3973,L,59,2026-05-02,4,11,False
3974,kg,81,2025-12-29,11,24,True
3975,UN,67,2026-01-25,4,12,True
3976,UN,86,2026-04-27,14,5,True
3977,L,61,2026-04-23,18,6,True
3978,kg,99,2025-03-23,6,10,True
3979,L,22,2026-03-08,3,23,False
3980,UN,86,2025-03-06,15,16,False
3981,L,5,2025-01-14,15,21,True
3982,UN,66,2025-10-14,3,21,False
3983,kg,81,2025-03-12,4,13,True
3984,kg,75,2026-04-20,9,4,False
3985,UN,49,2026-12-06,18,26,False
3986,kg,7,2025-03-20,17,21,True
3987,kg,90,2025-03-02,9,13,False
3988,L,74,2025-07-18,8,13,False
3989,UN,69,2025-05-13,8,29,False
3990,UN,43,2025-01-02,17,15,False
3991,UN,21,2026-03-05,7,2,True
3992,kg,87,2025-10-20,15,21,False
3993,kg,41,2025-02-05,10,15,True
3994,L,1,2026-03-25,2,22,False
3995,UN,36,2025-09-27,1,11,False
3996,UN,42,2025-02-06,5,12,False
3997,L,73,2026-08-12,8,13,False
3998,L,65,2025-11-17,13,14,True
3999,kg,77,2025-07-05,12,10,True
4000,UN,46,2025-11-01,7,27,True
4001,L,35,2026-09-26,4,5,False
4002,L,29,2025-04-12,11,20,False
4003,UN,37,2025-11-16,11,25,True
4004,L,27,2025-02-12,16,26,False
4005,kg,38,2025-10-03,8,27,False
4006,kg,91,2026-04-11,14,3,True
4007,UN,94,2025-08-26,18,24,False
4008,UN,75,2025-08-14,14,9,True
4009,kg,28,2026-05-19,2,2,True
4010,L,63,2026-08-26,4,25,True
4011,UN,68,2026-10-17,4,15,True
4012,kg,53,2026-06-28,6,25,True
4013,UN,36,2026-01-12,9,11,False
4014,UN,81,2026-04-09,5,5,False
4015,L,90,2026-07-19,6,26,True
4016,kg,93,2025-05-14,15,1,False
4017,kg,10,2025-12-06,16,21,True
4018,UN,42,2025-10-17,17,10,True
4019,L,51,2026-06-07,6,10,False
4020,UN,35,2026-12-20,16,8,False
4021,kg,49,2025-01-24,13,17,True
4022,kg,85,2025-02-05,17,5,False
4023,L,26,2026-05-24,18,29,False
4024,UN,66,2025-11-07,2,11,False
4025,UN,3,2026-06-26,13,14,False
4026,kg,58,2026-10-31,14,10,False
4027,UN,38,2026-04-05,10,20,False
4028,UN,65,2025-07-08,3,16,False
4029,UN,73,2025-05-14,10,18,True
4030,L,82,2026-07-17,14,22,True
4031,UN,4,2025-01-21,19,25,False
4032,kg,40,2026-06-26,5,6,True
4033,UN,45,2026-09-09,19,15,False
4034,kg,19,2025-03-10,1,9,False
4035,kg,92,2026-03-30,5,12,True
4036,UN,61,2026-08-15,10,11,False
4037,L,56,2025-02-15,17,23,False
4038,kg,27,2026-09-06,13,7,True
4039,L,80,2025-12-13,10,22,True
4040,UN,8,2026-11-10,11,21,True
4041,kg,30,2026-11-21,13,8,False
4042,UN,35,2025-04-06,7,27,True
4043,UN,63,2025-01-04,19,15,False
4044,kg,9,2026-07-20,8,2,False
4045,UN,31,2025-01-02,7,23,True
4046,UN,88,2025-12-26,9,18,True
4047,kg,22,2025-03-16,19,12,False
4048,UN,32,2025-11-23,3,19,True
4049,kg,79,2025-09-21,10,18,True
4050,L,12,2026-03-16,2,29,True
4051,kg,68,2026-07-01,5,13,True
4052,L,2,2026-04-21,5,22,True
4053,UN,57,2025-11-27,11,24,True
4054,UN,29,2026-03-21,6,22,False
4055,L,5,2026-08-03,11,27,True
4056,kg,30,2025-06-21,5,7,True
4057,UN,19,2026-03-09,1,11,False
4058,UN,19,2025-02-18,6,22,True
4059,L,31,2026-06-29,7,5,False
4060,UN,21,2026-05-16,18,6,False
4061,L,76,2025-08-11,17,19,True
4062,L,80,2025-08-13,16,6,False
4063,L,75,2025-11-18,17,29,True
4064,UN,47,2025-03-31,4,19,True
4065,kg,37,2026-03-13,14,19,False
4066,L,76,2025-02-04,1,29,False
4067,L,74,2026-05-13,5,1,False
4068,kg,66,2025-05-24,18,21,False
