id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
2905,L,89,177,4,5,False
2906,UN,41,305,15,6,False
2907,UN,16,-186,17,6,False
2908,UN,1,-221,10,28,True
2909,L,92,-132,6,6,False
2910,L,45,172,11,15,False
2911,L,87,111,8,23,False
2912,L,6,0,15,13,False
2913,L,54,7,6,29,True
2914,L,64,390,10,20,False
2915,UN,92,355,7,3,False
2916,UN,32,-274,12,27,True
2917,kg,31,357,13,23,False
2918,UN,80,-82,1,22,False
2919,L,96,-219,6,19,True
2920,L,94,-103,4,8,False
2921,UN,18,376,11,9,False
2922,kg,46,188,18,22,True
2923,L,62,-116,16,17,False
2924,kg,31,104,14,22,True
2925,UN,99,206,18,29,True
2926,kg,16,-98,9,28,True
2927,UN,99,-97,11,26,False
2928,L,18,193,8,26,False
2929,L,23,55,1,7,False
2930,UN,60,-281,6,15,True
2931,kg,95,46,16,16,True
2932,kg,1,286,11,6,False
2933,L,11,-36,13,26,False
2934,L,66,183,17,26,True
2935,UN,8,84,11,22,True
2936,kg,34,6,6,26,True
2937,UN,73,-199,4,15,True
2938,kg,82,105,15,28,False
2939,kg,21,29,2,28,True
2940,kg,72,-184,10,22,True
2941,kg,40,43,10,27,True
2942,UN,26,-192,10,4,True
2943,kg,54,-254,19,21,True
2944,L,78,73,14,16,False
2945,L,62,-29,12,21,False
2946,UN,37,245,18,3,False
2947,L,21,18,2,17,True
2948,kg,73,193,2,29,True
2949,UN,92,-218,1,29,True
2950,kg,57,49,10,18,True
2951,UN,43,-10,18,1,True
2952,UN,2,360,1,20,False
2953,UN,66,-192,14,2,True
2954,L,46,340,9,12,True
2955,L,33,-52,15,12,True
2956,L,37,-52,15,20,True
2957,kg,76,230,8,9,True
2958,UN,85,-302,2,24,True
2959,L,47,412,1,23,True
2960,kg,28,-59,11,22,False
2961,L,31,3,7,7,False
2962,kg,53,-84,14,29,True
2963,kg,57,-157,1,22,True
2964,L,89,-78,7,15,False
2965,L,84,346,9,28,True
2966,UN,42,-86,17,26,True
2967,UN,88,76,16,25,True
2968,L,73,199,2,29,True
2969,UN,17,-262,11,20,True
2970,L,72,357,12,4,False
2971,UN,49,10,11,9,False
2972,L,72,-105,19,14,True
2973,UN,54,169,10,17,True
2974,UN,59,186,9,27,False
2975,kg,53,-280,7,10,False
2976,UN,54,131,6,1,True
2977,L,87,155,12,11,True
2978,UN,11,-9,16,21,True
2979,kg,50,-209,9,16,False
2980,UN,37,240,7,8,True
2981,kg,33,153,2,12,False
2982,L,71,143,19,20,True
2983,kg,81,-239,6,16,True
2984,kg,35,-174,6,8,False
2985,L,64,55,8,7,True
2986,L,63,121,11,29,False
2987,UN,23,361,18,4,False
2988,kg,21,-49,17,9,True
2989,L,77,238,4,15,True
2990,L,66,-112,14,7,True
2991,L,35,-58,16,19,True
2992,UN,15,52,13,12,False
2993,UN,67,-200,16,26,False
2994,L,60,229,18,20,False
2995,UN,48,-21,17,23,False
2996,UN,80,273,1,23,True
2997,UN,72,-89,8,25,True
2998,UN,52,-101,18,14,False
2999,L,31,92,3,20,False
3000,L,64,-88,6,23,False
3001,L,78,69,6,12,True
3002,kg,62,57,14,13,True
3003,kg,63,-273,15,7,True
3004,UN,19,372,8,29,True
3005,kg,70,224,18,11,False
3006,kg,16,-281,10,22,True
3007,UN,56,118,17,28,True
3008,UN,48,52,19,24,True
3009,kg,20,-43,14,13,False
3010,UN,38,-64,16,19,True
3011,kg,62,175,18,4,True
3012,kg,28,149,4,19,False
3013,kg,47,359,13,15,False
3014,L,85,99,8,16,True
3015,L,37,-38,12,9,True
3016,L,90,234,17,8,True
3017,kg,8,22,6,19,False
3018,UN,71,335,19,8,False
3019,kg,83,75,11,27,True
3020,UN,59,-115,18,15,False
3021,L,16,141,5,27,False
3022,L,65,-106,2,1,True
3023,kg,33,-100,15,20,True
3024,UN,78,253,6,20,True
3025,UN,64,80,10,7,False
3026,kg,93,-214,17,13,True
3027,L,9,-53,17,19,False
3028,UN,45,-288,3,3,False
3029,UN,46,128,15,23,False
3030,L,47,108,9,28,True
3031,kg,69,-274,3,22,False
3032,UN,44,83,5,24,True
3033,L,68,244,7,4,True
3034,UN,38,226,13,16,True
3035,L,56,-103,8,11,False
3036,L,26,250,10,1,True
3037,L,3,197,11,8,True
3038,L,48,-198,2,12,True
3039,L,51,-105,4,15,False
3040,kg,73,233,9,12,True
3041,UN,61,-7,3,14,True
3042,kg,55,178,5,19,False
3043,kg,2,-289,7,9,True
3044,kg,1,-54,15,18,True
3045,UN,59,340,18,7,False
3046,kg,43,421,9,4,True
3047,kg,60,308,18,12,True
3048,kg,89,210,11,17,True
3049,UN,18,-34,12,1,False
3050,UN,15,-245,13,6,True
3051,UN,21,118,15,18,True
3052,kg,85,-28,17,3,True
3053,kg,4,79,12,28,False
3054,L,33,384,19,12,True
3055,kg,36,218,6,11,True
3056,L,19,51,12,7,True
3057,L,4,-40,1,3,True
3058,kg,10,140,16,21,True
3059,UN,46,-205,2,4,False
3060,kg,60,410,17,16,True
3061,UN,46,-277,19,26,False
3062,kg,80,-159,13,11,False
3063,kg,43,-35,1,8,True
3064,kg,15,55,12,13,True
3065,L,32,356,18,17,False
3066,UN,24,-49,11,29,False
3067,kg,70,333,18,14,False
3068,UN,85,-9,6,22,True
3069,L,50,290,18,18,True
3070,kg,79,299,12,14,False
3071,UN,2,60,4,16,True
3072,kg,24,-164,3,15,True
3073,UN,59,217,12,15,True
3074,L,66,301,15,4,False
3075,kg,60,355,15,20,False
3076,UN,4,350,7,8,True
3077,kg,7,137,1,28,True
3078,UN,34,-39,2,23,True
3079,kg,62,299,7,16,False
3080,UN,14,409,12,4,False
3081,UN,53,83,1,19,True
3082,kg,16,-204,10,11,True
3083,UN,10,-232,14,15,True
3084,L,19,0,6,11,True
3085,UN,20,22,8,22,True
3086,UN,68,314,7,24,False
3087,L,20,-21,11,18,True
3088,UN,74,146,19,26,True
3089,L,64,245,14,9,False
3090,kg,37,322,8,25,True
3091,kg,47,198,6,26,True
3092,UN,47,420,3,4,True
3093,L,41,158,4,9,False
3094,kg,53,186,7,10,True
3095,kg,46,-269,5,8,True
3096,kg,77,120,2,18,False
3097,kg,33,226,6,12,True
3098,kg,21,284,15,15,True
3099,kg,17,108,17,13,True
3100,UN,48,315,6,26,True
3101,kg,73,367,12,20,False
3102,L,19,-134,16,24,True
3103,L,83,268,18,11,False
3104,UN,6,-299,10,1,False
3105,kg,58,115,4,13,True
3106,kg,69,-211,6,12,False
3107,UN,86,56,6,17,True
3108,kg,79,93,13,25,True
3109,L,98,124,7,18,True
3110,L,59,180,17,2,True
3111,UN,13,374,4,17,True
3112,L,88,246,7,16,True
3113,kg,44,195,1,27,True
3114,L,10,29,13,28,False
3115,L,47,-258,8,2,False
3116,UN,43,75,17,6,False
3117,kg,72,-13,12,7,False
3118,kg,34,163,16,14,True
3119,UN,76,302,8,7,True
3120,L,36,41,19,11,False
3121,UN,78,352,14,2,False
3122,kg,92,-174,2,8,True
3123,kg,37,204,3,26,True
3124,kg,25,-188,12,21,True
3125,kg,40,265,15,19,False
3126,UN,13,132,11,18,True
3127,UN,40,371,1,12,True
3128,kg,96,99,6,20,False
3129,L,73,-236,16,25,True
3130,UN,89,10,9,5,False
3131,UN,29,-287,14,27,True
3132,L,51,-15,12,27,True
3133,L,73,339,6,1,False
3134,L,51,97,6,29,True
3135,UN,91,163,5,24,True
3136,kg,58,114,6,26,False
3137,kg,19,-44,5,29,True
3138,UN,59,105,12,10,True
3139,L,78,244,6,28,True
3140,UN,84,16,14,3,True
3141,kg,51,326,17,8,True
3142,kg,25,175,7,25,False
3143,L,30,-73,17,4,False
3144,UN,31,-222,9,18,True
3145,UN,54,-210,12,12,False
3146,L,93,-181,5,19,False
3147,L,6,-138,17,16,False
3148,kg,79,-152,17,26,True
3149,L,13,110,5,28,True
3150,kg,58,310,18,10,False
3151,kg,98,46,13,16,True
3152,UN,22,-161,12,27,False
3153,kg,89,-262,18,27,False
3154,kg,63,-145,1,17,True
3155,L,11,-53,12,9,False
3156,kg,58,385,13,12,True
3157,UN,48,143,4,8,False
3158,kg,22,220,5,5,True
3159,UN,68,-213,9,19,True
3160,L,51,-63,8,11,True
3161,kg,73,-165,12,25,True
3162,UN,65,-284,17,12,True
3163,kg,53,-53,6,29,True
3164,kg,97,156,17,18,False
3165,UN,3,-196,11,21,True
3166,L,80,-227,2,29,True
3167,L,90,-134,19,20,False
3168,kg,36,-230,15,4,True
3169,L,30,-96,4,29,True
3170,kg,30,70,5,26,True
3171,kg,8,72,11,28,True
3172,kg,64,195,4,3,True
3173,L,22,379,10,28,False
3174,L,35,-111,1,4,True
3175,kg,51,188,11,24,True
3176,UN,99,210,6,3,False
3177,L,75,-262,13,29,True
3178,kg,1,-69,10,22,True
3179,L,19,30,19,12,True
3180,L,52,199,14,9,False
3181,kg,61,66,15,13,True
3182,kg,59,-37,17,6,True
3183,UN,13,-135,5,26,False
3184,kg,71,-136,9,3,True
3185,L,32,-198,15,2,False
3186,UN,96,-283,2,9,False
3187,L,44,90,16,20,False
3188,UN,42,87,19,21,True
3189,kg,68,-53,11,18,False
3190,UN,26,-165,11,21,True
3191,L,29,-71,11,12,True
3192,UN,48,48,8,2,False
3193,kg,60,-247,1,20,False
3194,kg,44,420,1,24,False
3195,L,44,55,15,5,True
3196,kg,41,266,18,13,False
3197,kg,9,137,10,28,True
3198,UN,23,-90,13,17,True
3199,L,78,-172,5,14,True
3200,UN,64,-143,18,3,True
3201,UN,4,335,18,2,True
3202,UN,5,9,11,11,True
3203,UN,44,208,7,22,False
3204,L,76,60,5,23,False
3205,kg,57,365,2,24,False
3206,UN,66,138,7,2,True
3207,L,43,168,3,6,True
3208,kg,85,125,10,26,True
3209,L,56,-129,16,1,True
3210,kg,25,-244,1,27,False
3211,L,52,113,12,11,False
3212,kg,15,335,9,21,True
3213,kg,94,36,14,18,True
3214,L,82,148,11,13,True
3215,UN,36,12,1,10,True
3216,L,57,55,8,15,True
3217,L,15,372,1,21,True
3218,L,29,245,12,27,False
3219,UN,1,-272,3,17,True
3220,kg,2,-287,18,20,True
3221,kg,27,9,17,22,True
3222,L,36,25,12,6,True
3223,kg,62,-277,10,5,False
3224,kg,65,-16,16,14,True
3225,L,38,-125,13,25,True
3226,L,88,210,14,19,True
3227,L,30,214,7,4,False
3228,kg,49,126,12,20,True
3229,UN,30,403,16,14,True
3230,UN,74,-156,14,23,False
3231,kg,53,-78,3,17,False
3232,L,33,-178,11,8,False
3233,kg,16,373,14,26,True
3234,UN,47,385,8,3,False
3235,UN,71,113,8,28,True
3236,UN,2,338,7,12,False
3237,L,5,-124,3,6,False
3238,L,40,-255,5,24,False
3239,L,24,-71,3,29,False
3240,L,26,165,13,27,False
3241,UN,48,193,16,2,False
3242,L,50,81,18,13,True
3243,kg,30,77,1,25,False
3244,L,59,282,14,26,True
3245,L,31,269,3,12,False
3246,UN,94,-207,6,1,True
3247,kg,13,278,15,8,False
3248,UN,44,47,5,24,True
3249,UN,97,120,6,25,False
3250,UN,88,70,7,14,False
3251,kg,57,-254,10,21,False
3252,kg,49,174,2,8,False
3253,kg,38,396,12,22,True
3254,L,46,393,1,16,True
3255,L,5,400,1,3,True
3256,L,32,-219,18,22,False
3257,L,10,-169,4,13,False
3258,L,57,223,14,20,True
3259,kg,80,229,10,10,True
3260,L,8,-107,13,13,False
3261,kg,9,56,10,16,True
3262,UN,81,-200,13,10,False
3263,kg,72,182,15,14,True
3264,UN,29,231,11,23,True
3265,kg,83,193,3,11,True
3266,L,23,286,4,19,True
3267,L,85,-152,7,18,True
3268,UN,21,289,12,28,False
3269,L,36,244,16,21,False
3270,L,70,277,15,11,True
3271,kg,30,109,7,3,False
3272,kg,27,298,16,20,False
3273,kg,15,375,9,11,False
3274,kg,19,229,8,25,False
3275,kg,90,241,11,12,False
3276,UN,90,-299,15,7,False
3277,kg,19,-115,10,14,False
3278,L,87,-200,13,2,False
3279,L,49,10,7,21,False
3280,kg,46,26,17,5,False
3281,L,57,-258,11,18,False
3282,L,80,-288,2,23,True
3283,UN,4,-190,18,6,True
3284,kg,88,52,18,19,True
3285,L,68,62,14,23,True
3286,kg,80,-52,15,21,False
3287,UN,65,45,11,15,False
3288,UN,90,351,5,24,False
3289,L,83,51,5,6,True
3290,L,36,-25,15,29,False
3291,kg,51,298,8,13,True
3292,L,76,100,19,26,False
3293,L,78,-267,10,17,False
3294,kg,15,-226,4,26,True
3295,L,56,329,6,29,True
3296,kg,57,-75,6,22,True
3297,L,37,-89,17,26,True
3298,L,46,392,11,16,False
3299,UN,72,-86,9,2,True
3300,UN,17,-154,8,3,False
3301,L,82,74,10,7,True
3302,UN,73,112,1,8,False
3303,kg,84,135,15,16,True
3304,UN,96,-231,15,18,True
3305,L,8,-71,14,11,True
3306,L,82,-17,6,12,True
3307,kg,65,-48,17,23,False
3308,UN,44,-295,8,21,True
3309,L,65,77,16,25,False
3310,UN,93,325,3,16,True
3311,kg,84,-250,11,15,False
3312,UN,29,-80,3,27,False
3313,L,85,-81,17,4,True
3314,kg,37,-31,8,23,True
3315,kg,70,190,2,23,True
3316,kg,42,288,5,7,False
3317,kg,81,102,15,26,True
3318,L,29,-225,11,17,False
3319,kg,52,5,13,29,True
3320,UN,37,172,16,13,True
3321,kg,58,-72,18,6,False
3322,UN,53,-157,8,22,True
3323,UN,58,230,2,9,True
3324,kg,69,152,3,29,False
3325,L,28,292,7,10,False
3326,kg,20,37,6,15,False
3327,L,54,228,8,13,False
3328,kg,65,-103,18,23,False
3329,L,77,83,11,11,True
3330,kg,11,-130,9,20,True
3331,UN,62,215,3,1,True
3332,L,10,224,8,28,False
3333,L,43,223,3,27,False
3334,L,27,8,19,28,True
3335,UN,72,46,11,15,True
3336,L,61,-292,14,4,False
3337,UN,7,407,10,21,False
3338,UN,34,233,11,11,False
3339,kg,97,-51,8,3,True
3340,kg,89,225,13,19,True
3341,UN,61,317,12,25,True
3342,kg,16,-240,10,8,False
3343,UN,52,-11,13,26,True
3344,UN,27,329,11,6,True
3345,L,56,393,15,7,False
3346,L,61,68,18,18,False
3347,UN,17,199,9,3,True
3348,L,30,-110,13,5,True
3349,L,14,196,12,11,True
3350,kg,88,212,18,23,False
3351,UN,7,298,7,24,True
3352,UN,4,217,2,6,False
3353,kg,82,401,13,13,False
3354,kg,96,69,10,16,False
3355,L,12,19,1,1,True
3356,UN,22,376,8,24,True
3357,L,18,122,3,28,True
3358,kg,7,345,13,8,False
3359,kg,93,-59,14,6,True
3360,L,51,-220,16,18,False
3361,L,64,-235,7,27,False
3362,kg,90,48,7,8,True
3363,UN,77,384,18,2,False
3364,kg,44,345,7,19,True
3365,UN,38,18,12,14,True
3366,UN,26,302,10,5,True
3367,kg,23,-293,9,4,False
3368,UN,6,135,14,27,False
3369,kg,90,185,6,27,True
3370,UN,98,40,4,7,True
3371,UN,82,-55,13,2,True
3372,kg,93,354,6,16,True
3373,UN,62,375,11,18,False
3374,kg,63,319,9,20,True
3375,UN,95,-257,7,19,True
3376,L,85,386,19,5,False
3377,UN,64,-163,19,6,False
3378,L,34,332,14,1,False
3379,L,64,302,16,17,True
3380,L,48,388,16,22,True
3381,UN,60,91,13,23,True
3382,kg,10,190,13,1,False
3383,L,36,142,9,8,False
3384,L,78,-48,13,10,False
3385,L,7,149,8,29,False
3386,UN,9,-64,8,7,True
3387,L,1,-65,4,29,False
3388,L,36,108,1,19,False
3389,UN,27,170,18,7,True
3390,kg,79,-116,4,7,False
3391,L,96,220,15,1,True
3392,L,88,164,8,18,True
3393,UN,16,391,5,6,True
3394,UN,1,178,19,19,False
3395,kg,67,308,16,22,True
3396,L,21,94,9,16,False
3397,UN,3,411,16,1,True
3398,UN,79,-295,2,29,False
3399,UN,50,333,13,20,True
3400,UN,40,-190,2,1,True
3401,UN,82,355,19,18,False
3402,UN,35,-243,9,27,False
3403,UN,71,331,8,10,False
3404,UN,48,-33,2,24,False
3405,L,31,105,1,6,False
3406,L,49,-300,19,16,True
3407,UN,43,331,11,12,False
3408,kg,97,218,14,8,False
3409,L,5,-290,4,7,False
3410,kg,10,-157,3,29,False
3411,UN,3,-209,6,18,True
3412,kg,64,-38,16,14,True
3413,L,12,261,5,1,True
3414,kg,97,125,12,11,False
3415,kg,57,109,11,11,True
3416,kg,17,94,12,12,False
3417,L,77,-73,18,11,False
3418,UN,25,-95,19,27,False
3419,L,80,-171,5,15,False
3420,UN,88,224,4,15,True
3421,kg,61,411,15,9,True
3422,UN,68,-300,7,18,False
3423,L,34,118,17,8,True
3424,UN,97,219,10,3,True
3425,UN,85,148,18,10,False
3426,L,74,13,17,26,True
3427,kg,61,233,5,1,True
3428,L,75,-83,15,27,True
3429,UN,65,367,19,1,True
3430,kg,7,-100,11,10,True
3431,UN,38,-161,18,19,False
3432,L,39,-215,6,22,True
3433,kg,64,-233,18,5,True
3434,kg,88,308,19,4,False
3435,UN,19,332,16,21,True
3436,L,68,383,8,3,False
3437,UN,76,-159,6,20,False
3438,L,14,-98,4,26,False
3439,kg,38,-256,2,18,False
3440,L,97,122,2,26,True
3441,L,5,-121,5,7,False
3442,UN,30,-40,1,4,True
3443,kg,72,233,10,28,False
3444,L,81,251,4,15,True
3445,kg,27,23,11,11,False
3446,UN,50,83,16,13,True
3447,L,32,-2,1,8,True
3448,kg,89,-302,19,22,False
3449,UN,73,221,11,20,False
3450,kg,27,181,19,13,False
3451,UN,54,257,4,12,False
3452,kg,47,100,14,12,True
3453,kg,94,-71,17,26,False
3454,kg,80,-298,5,28,False
3455,UN,95,29,15,29,False
3456,UN,43,333,3,9,True
3457,L,98,-77,12,25,True
3458,L,87,-193,1,7,True
3459,kg,61,410,17,28,True
3460,UN,94,218,9,2,True
3461,kg,66,227,19,18,False
3462,kg,89,302,2,23,False
3463,UN,94,-74,4,24,False
3464,UN,89,246,13,24,True
3465,L,76,17,9,24,True
3466,L,32,-208,13,11,True
3467,L,66,172,4,19,False
3468,kg,68,-259,18,11,True
3469,L,11,317,5,15,True
3470,UN,2,87,2,28,False
3471,UN,20,-258,16,25,True
3472,kg,33,-173,3,18,True
3473,kg,86,-25,3,1,False
3474,UN,97,-296,4,28,False
3475,UN,12,-240,7,12,False
3476,UN,67,380,2,21,True
3477,UN,68,-75,19,8,True
3478,L,19,393,18,16,True
3479,UN,86,308,1,28,False
3480,UN,18,-265,9,5,True
3481,L,98,-291,12,5,True
3482,UN,4,19,13,3,False
3483,kg,94,171,3,18,True
3484,L,21,328,6,14,True
3485,L,95,144,12,25,True
3486,UN,24,-239,15,9,False
3487,L,11,-235,5,8,True
3488,L,86,-179,7,22,False
3489,UN,89,312,3,14,True
3490,L,41,-176,8,5,False
3491,L,32,-84,10,13,True
3492,UN,23,-239,14,18,True
3493,UN,84,153,6,2,False
3494,UN,35,-81,16,18,True
3495,L,53,-33,10,4,False
3496,L,72,373,10,25,False
3497,L,43,376,12,1,False
3498,kg,24,-43,2,7,False
3499,UN,79,-181,8,26,True
3500,L,70,-213,9,17,True
3501,kg,85,-31,18,12,True
3502,UN,53,-45,10,24,False
3503,L,81,243,8,11,True
3504,L,92,156,18,23,False
3505,kg,38,330,16,4,True
3506,UN,4,-277,15,4,True
3507,L,7,217,12,26,False
3508,kg,94,-50,10,11,False
3509,L,46,-217,1,4,False
3510,UN,37,285,19,1,True
3511,UN,71,413,5,11,True
3512,UN,62,260,16,23,True
3513,L,38,50,3,11,False
3514,kg,34,405,4,18,True
3515,kg,52,-164,16,14,True
3516,L,30,-288,7,11,True
3517,UN,21,-102,4,15,False
3518,kg,89,-102,6,10,True
3519,kg,30,416,10,15,False
3520,L,66,-267,16,21,False
3521,kg,59,422,13,26,True
3522,UN,8,36,7,19,False
3523,kg,85,163,6,26,True
3524,UN,9,274,2,28,True
3525,L,89,70,13,18,False
3526,kg,47,335,2,19,True
3527,UN,29,320,19,20,False
3528,UN,71,288,14,24,False
3529,UN,19,136,5,18,True
3530,L,52,242,3,17,False
3531,kg,9,303,14,2,False
3532,kg,93,352,19,6,True
3533,kg,31,192,3,1,True
3534,L,2,-20,8,18,False
3535,L,74,389,19,17,True
3536,kg,85,313,3,28,True
3537,kg,98,212,19,25,True
3538,kg,38,209,10,21,False
3539,kg,31,-81,11,27,False
3540,UN,69,-14,10,11,False
3541,UN,57,-6,7,16,True
3542,kg,74,-103,6,17,False
3543,kg,80,413,10,4,False
3544,L,78,88,1,14,False
3545,UN,63,-189,6,11,False
3546,UN,20,333,19,24,False
3547,UN,67,250,14,8,True
3548,UN,50,238,11,9,False
3549,UN,26,388,17,11,True
3550,kg,26,170,13,6,True
3551,kg,29,29,3,2,True
3552,L,28,208,10,11,True
3553,L,99,-176,19,9,True
3554,kg,12,-17,16,16,False
3555,kg,91,-177,18,4,False
3556,kg,78,-76,7,10,True
3557,UN,39,-263,14,13,False
3558,kg,51,65,19,23,True
3559,UN,13,30,16,20,False
3560,UN,76,-135,8,21,False
3561,L,5,-248,6,1,True
3562,L,53,176,11,5,True
3563,UN,73,18,3,21,False
3564,L,73,-10,14,17,True
3565,kg,18,-238,16,18,False
3566,UN,11,180,6,15,False
3567,L,2,-209,4,9,False
3568,L,73,29,10,18,False
3569,kg,29,-216,16,5,True
3570,L,59,-138,15,12,True
3571,L,64,354,3,10,True
3572,UN,17,322,16,26,True
3573,UN,56,304,2,14,False
3574,UN,87,-97,7,7,False
3575,UN,53,-41,13,3,False
3576,L,21,127,3,24,True
3577,UN,17,223,13,16,True
3578,UN,18,-146,3,29,True
3579,UN,27,233,8,5,True
3580,L,28,-220,12,24,False
3581,L,38,117,19,13,True
3582,L,17,-300,18,19,False
3583,kg,8,235,1,14,False
3584,UN,70,-121,19,16,True
3585,kg,48,374,7,20,True
3586,UN,19,67,17,1,False
3587,L,16,-83,12,28,False
3588,kg,14,193,8,21,False
3589,kg,61,17,12,8,True
3590,kg,22,-130,3,21,True
3591,kg,13,372,11,17,True
3592,kg,1,-237,11,6,False
3593,kg,75,265,10,3,True
3594,kg,81,-257,15,7,True
3595,kg,43,392,6,12,True
3596,L,75,-67,12,16,True
3597,L,73,-282,12,11,True
3598,kg,88,-158,15,4,False
3599,UN,4,94,6,6,True
3600,kg,58,68,6,8,True
3601,kg,74,-11,9,20,True
3602,kg,10,-171,1,4,True
3603,kg,25,-274,9,21,True
3604,kg,57,374,12,2,False
3605,kg,65,-54,7,7,True
3606,kg,53,-278,12,8,True
3607,L,35,142,18,10,False
3608,L,8,-269,2,5,False
3609,UN,88,-247,6,6,True
3610,UN,13,219,19,20,True
3611,UN,28,-291,12,15,True
3612,UN,42,2,5,28,False
3613,UN,31,-218,10,15,True
3614,kg,3,148,16,23,False
3615,L,59,388,2,10,True
3616,UN,20,-293,12,28,False
3617,L,52,-221,12,8,False
3618,kg,71,80,13,3,False
3619,L,37,317,11,7,False
3620,L,42,-85,18,11,False
3621,L,34,349,15,15,False
3622,kg,19,-17,10,7,False
3623,L,40,-32,13,23,True
3624,kg,18,-68,3,7,True
3625,UN,73,-217,6,8,True
3626,UN,78,-110,5,2,True
3627,L,89,158,5,25,True
3628,UN,61,-79,6,7,False
3629,UN,71,-259,15,2,False
3630,UN,8,4,2,24,False
3631,UN,26,-50,18,24,True
3632,L,92,253,15,12,False
3633,L,29,-176,8,3,True
3634,UN,73,-277,2,12,False
3635,UN,53,-80,12,21,False
3636,kg,52,273,18,18,False
3637,kg,80,-9,16,8,False
3638,L,42,70,2,9,False
3639,kg,91,-121,2,22,True
3640,UN,82,-233,5,13,False
3641,L,27,-234,8,23,True
3642,L,33,4,18,14,False
3643,L,19,-125,1,21,False
3644,L,12,188,19,24,False
3645,kg,31,38,6,28,True
3646,kg,69,345,3,8,False
3647,kg,20,415,10,21,True
3648,L,40,-28,19,23,True
3649,kg,98,-167,16,4,False
3650,L,16,-296,19,11,False
3651,kg,42,141,7,25,False
3652,L,20,-60,18,9,False
3653,L,28,-87,17,16,True
3654,UN,84,253,9,14,False
3655,kg,34,-147,18,26,False
3656,UN,11,358,9,15,True
3657,L,61,-56,5,2,True
3658,UN,32,-293,19,10,True
3659,kg,14,-100,12,28,True
3660,L,98,114,19,14,True
3661,UN,81,-165,5,6,True
3662,UN,13,315,1,4,True
3663,kg,49,393,19,24,True
3664,kg,29,-216,14,13,False
3665,L,70,302,10,3,False
3666,UN,87,54,8,1,True
3667,kg,76,-25,6,24,True
3668,kg,80,188,13,6,True
3669,L,16,-235,13,16,True
3670,L,16,-22,2,21,False
3671,L,69,412,17,4,True
3672,UN,30,60,8,3,True
3673,UN,13,129,1,7,True
3674,UN,75,374,14,8,False
3675,L,73,212,18,1,False
3676,L,21,-30,13,8,False
3677,L,86,284,12,3,False
3678,UN,71,355,7,16,True
3679,kg,55,206,16,5,False
3680,L,49,180,14,22,True
3681,UN,43,277,4,20,False
3682,kg,58,-141,11,9,False
3683,UN,63,-155,15,8,False
3684,UN,88,-251,4,7,False
3685,UN,70,-93,5,22,True
3686,L,59,346,15,27,False
3687,UN,18,-184,1,23,True
3688,L,94,-192,15,28,False
3689,kg,94,-60,14,6,True
3690,L,42,-255,3,8,True
3691,UN,44,202,7,23,True
3692,L,95,-118,5,19,False
3693,kg,41,-34,12,14,True
3694,L,29,208,6,19,False
3695,L,71,240,12,15,False
3696,UN,30,-128,8,23,False
3697,L,92,-7,6,7,True
3698,kg,55,316,18,16,True
3699,L,96,-182,19,3,False
3700,kg,94,-92,7,23,False
3701,kg,98,-256,4,2,True
3702,kg,91,-287,13,25,True
3703,L,57,403,4,29,True
3704,L,36,364,7,2,True
3705,kg,71,20,1,18,True
3706,L,99,158,11,16,False
3707,UN,49,-229,13,9,True
3708,L,17,-52,9,24,False
3709,kg,41,54,10,2,True
3710,UN,35,417,4,18,False
3711,UN,27,-102,9,22,False
3712,L,41,149,7,9,False
3713,L,99,-55,10,23,False
3714,UN,16,-274,4,27,False
3715,L,94,-160,1,25,False
3716,kg,66,-285,15,23,False
3717,UN,53,75,10,8,False
3718,kg,22,-155,19,25,True
3719,L,64,162,11,2,False
3720,L,70,319,6,3,True
3721,UN,52,-47,2,2,True
3722,L,13,-4,16,19,True
3723,L,35,149,7,4,True
3724,UN,76,54,17,22,True
3725,L,93,297,9,22,False
3726,kg,99,13,8,8,False
3727,kg,15,-292,15,6,False
3728,L,38,-15,19,3,True
3729,L,84,418,5,8,True
3730,UN,49,126,6,21,True
3731,UN,88,-78,10,3,True
3732,L,40,193,15,10,False
3733,L,4,108,15,14,False
3734,UN,8,268,19,1,False
3735,L,76,-17,17,28,False
3736,kg,35,284,13,20,False
3737,kg,85,421,5,5,True
3738,kg,77,209,8,19,True
3739,UN,41,-278,17,17,True
3740,kg,95,162,14,19,False
3741,kg,6,-265,5,3,False
3742,UN,66,-31,7,23,True
3743,L,69,-96,13,10,False
3744,UN,36,373,6,12,False
3745,L,85,-133,19,1,False
3746,UN,19,-23,13,17,True
3747,kg,3,14,8,11,True
3748,kg,81,-63,11,21,False
3749,UN,41,-133,8,14,True
3750,L,29,206,12,27,True
3751,kg,89,163,5,22,True
3752,L,26,-38,10,3,True
3753,L,78,-97,6,26,False
3754,L,62,-286,18,25,True
3755,UN,61,282,1,2,True
3756,kg,87,-11,3,16,True
3757,kg,33,154,7,10,True
3758,L,32,223,17,24,True
3759,L,12,144,17,3,True
3760,L,71,-180,16,29,False
3761,kg,90,21,14,9,False
3762,L,73,37,10,19,False
3763,UN,83,-145,3,20,True
3764,UN,20,-229,15,16,False
3765,UN,93,65,15,18,False
3766,kg,2,-153,7,8,True
3767,UN,5,209,5,27,False
3768,L,4,75,8,17,True
3769,kg,44,390,17,8,True
3770,L,48,-243,15,13,False
3771,UN,33,397,4,17,False
